bvid,link,title,desc,pub_time,cover,tname,view,danmaku,reply,favorite,coin,share,like,author_name,author_face,author_fans
BV1F3TizTESo,https://www.bilibili.com/video/BV1F3TizTESo,「挑战一年完成 30 个 AI 应用」第二期「随手记」详细用法,一人公司「挑战一年完成 30 个 AI 应用」第二期「随手记」详细用法,2025-06-09 20:35:09,http://i2.hdslb.com/bfs/archive/39fb6d3fca4cef85f9cc1ff5943b4939d0552bf0.jpg,,3830,1,21,150,27,51,116,第四种黑猩猩CHIMP,https://i1.hdslb.com/bfs/face/ba7582dc5189bb272ccf87ee4a665fb07646c34d.jpg,49306
