bvid,link,title,desc,pub_time,cover,tname,view,danmaku,reply,favorite,coin,share,like,author_name,author_face,author_fans
BV16TwVeYEkm,https://www.bilibili.com/video/BV16TwVeYEkm,一个视频带你了解AI智能体,2025公认将是AI智能体爆发的一年，这个视频将带你了解AI智能体的前世今生，如何从大模型进化到AI智能体？他到底有什么用？为什么那么多大佬都在讨论它？,2025-01-16 20:19:30,http://i1.hdslb.com/bfs/archive/c5fec0b458f1e0241566d72660e1a6b4ddfd6a35.jpg,,222,0,0,5,4,1,4,第四种黑猩猩CHIMP,https://i1.hdslb.com/bfs/face/ba7582dc5189bb272ccf87ee4a665fb07646c34d.jpg,49306
