bvid,link,title,desc,pub_time,cover,tname,view,danmaku,reply,favorite,coin,share,like,author_name,author_face,author_fans
BV17kGmzVEWL,https://www.bilibili.com/video/BV17kGmzVEWL,一键生成3D效果神器,一键生成3D效果神器,2025-04-29 20:08:20,http://i0.hdslb.com/bfs/archive/b127f87f6832ee60cc8ab68ed92151267848db98.jpg,,2591,5,41,60,14,15,65,第四种黑猩猩CHIMP,https://i1.hdslb.com/bfs/face/ba7582dc5189bb272ccf87ee4a665fb07646c34d.jpg,49306
